Name,style,Exterior color,interior color,Engine,drive type,Fuel Type,Transmission,Mileage,mpg city,mpg highway,price,Year,Engine V,Brand
Focus,Sedan,Ruby Red Tinted Clearcoat,Unknown,Inline-4 Gas,FWD,Gas,Manual,96519,26,36,6600,2014,2.0,Ford
F-150,Pickup Truck,White,Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,71409,14,19,19999,2013,3.5,Ford
,Pickup Truck,Diamond Black Crystal Pearlcoat,Black,V-8 Gas,RWD,Gas,Automatic,94538,20,25,33000,2019,5.7,Ram
Altima,Sedan,Brilliant Silver,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,74759,27,38,11998,2015,2.5,Nissan
F-150,Pickup Truck,Oxford White,Black,V-8 Gas Turbocharged,4WD,Gas,Automatic,99357,19,24,32842,2018,5.0,Ford
Optima,Sedan,Ebony Black,Black,Inline-4 Gas,FWD,Gas,Automatic,66190,24,35,15460,2016,2.4,Kia
Fusion,Sedan,Oxford White,Ebony,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,51838,21,32,17990,2017,2.0,Ford
Silverado,Pickup Truck,Summit White,Jet Black,V-8 Gas,4WD,Gas,Automatic,97500,17,22,28932,2018,5.3,Chevrolet
Cherokee,SUV,Velvet Red Pearlcoat,Black,Inline-4 Gas,FWD,Gas,Automatic,60802,22,31,20000,2019,2.4,Jeep
F-150,Pickup Truck,Shadow Black,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,174990,17,23,19991,2016,2.7,Ford
,Pickup Truck,Maximum Steel Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,25294,19,24,33574,2020,3.6,Ram
Frontier,Pickup Truck,Magnetic Black Pearl,Steel,V-6 Gas,RWD,Gas,Automatic,36328,16,22,23995,2019,4.0,Nissan
Forte,Sedan,Aurora Black,Gray,Inline-4 Gas,FWD,Gas,Automatic,134015,29,38,9500,2017,2.0,Kia
Mercedes-Benz C-Class,Sedan,Polar White,Silk Beige/Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,26146,24,33,34888,2018,2.0,Mercedes
F-150,Pickup Truck,White,Gray,V-8 Gas,RWD,Gas,Automatic,275739,17,23,6999,2013,5.0,Ford
Optima,Sedan,Ebony Black,Black,Inline-4 Gas,FWD,Gas,Automatic,108951,23,34,9750,2015,2.4,Kia
Versa,Sedan,Brilliant Silver Metallic,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,133897,31,39,11850,2019,1.6,Nissan
Edge,SUV,White Platinum Metallic Tri-Coat,Dune,V-6 Gas Turbocharged,FWD,Gas,Automatic,145973,20,29,16990,2018,3.5,Ford
F-150,Pickup Truck,Guard Metallic,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,39863,18,23,36405,2018,3.5,Ford
F-150,Pickup Truck,Oxford White,Medium Earth Gray,V-8 Gas,4WD,Gas,Automatic,81826,17,23,29985,2017,5.0,Ford
Wrangler,SUV,Bright White Clearcoat,Black,V-4 Gas Turbocharged,4WD,Gas,Automatic,28055,17,23,47807,2018,2.0,Jeep
Camry,Sedan,Celestial Silver Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,59562,28,39,26918,2018,2.5,Toyota
F-150,Pickup Truck,Oxford White,Pale Adobe,V-8 Gas,4WD,Gas,Automatic,50997,14,19,22998,2014,5.0,Ford
F-150,Pickup Truck,Ruby Red Metallic Tinted Clearcoat,Black,V-8 Gas Turbocharged,4WD,Gas,Automatic,155702,18,23,22989,2015,5.0,Ford
Camry,Sedan,Black,Gray,Inline-4 Gas,FWD,Gas,Automatic,64906,28,39,20999,2019,2.5,Toyota
Gladiator,Pickup Truck,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,13751,16,23,51995,2020,3.6,Jeep
F-150,Pickup Truck,Black,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,46843,18,23,36944,2018,2.7,Ford
Camry,Sedan,Wind Chill Pearl,Ash,V-6 Gas,FWD,Gas,Automatic,26679,22,33,29500,2018,3.5,Toyota
F-150,Pickup Truck,Ingot Silver Metallic,Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,60567,19,24,38000,2018,2.7,Ford
Explorer,SUV,Oxford White,Gray,V-6 Gas,4WD,Gas,Automatic,120326,17,23,11999,2013,3.5,Ford
Altima,Sedan,Pearl White,Beige,Inline-4 Gas,FWD,Gas,Automatic,141546,27,38,8970,2014,2.5,Nissan
Cherokee,SUV,Granite Crystal Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,72994,19,27,24575,2019,3.2,Jeep
Grand Cherokee,SUV,Deep Cherry Red Crystal Pearlcoat,Lt Frost Beige/Black,V-6 Gas,RWD,Gas,Automatic,96690,17,25,17858,2015,3.6,Jeep
F-150,Pickup Truck,White,Gray,V-6 Gas,RWD,Gas,Automatic,51157,18,25,16900,2015,3.5,Ford
Malibu,Sedan,Silver Ice Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,56446,29,36,17470,2019,1.5,Chevrolet
Grand Cherokee,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,51518,18,25,29995,2018,3.6,Jeep
Corolla,Sedan,Galactic Aqua Mica,Black,Inline-4 Gas,FWD,Gas,Automatic,55569,28,36,16580,2019,1.8,Toyota
Altima,Sedan,Pearl White,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,75323,27,38,12995,2015,2.5,Nissan
F-150,Pickup Truck,Silver,Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,101487,17,23,25900,2017,2.7,Ford
F-150,Pickup Truck,Ingot Silver Metallic,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,30261,16,22,53490,2018,3.5,Ford
F-150,Pickup Truck,Tuxedo Black Metallic,Steel Gray,V-6 Gas,4WD,Gas,Automatic,93470,16,21,19999,2013,3.7,Ford
Fusion,Sedan,White,Dark Earth Gray,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,62682,20,29,18995,2018,2.0,Ford
F-150,Pickup Truck,Black,Gray,V-6 Gas,4WD,Gas,Automatic,29210,18,23,36997,2019,3.3,Ford
Civic,Hatchback,Crystal Black Pearl,Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,21236,31,40,24981,2019,1.5,Honda
F-150,Pickup Truck,Oxford White,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,60620,18,23,41984,2020,2.7,Ford
Mustang,Coupe,Ruby Red Metallic Tinted Clearcoat,Ebony,V-8 Gas,RWD,Gas,Manual,23323,15,25,33008,2016,5.0,Ford
Camry,Sedan,Super White,Ash,Inline-4 Gas,FWD,Gas,Automatic,33651,28,39,24736,2019,2.5,Toyota
Sentra,Sedan,Brilliant Silver,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,57884,27,35,15499,2019,1.8,Nissan
Traverse,SUV,Mosaic Black Metallic,Jet Black,V-6 Gas,AWD,Gas,Automatic,148291,17,25,22795,2019,3.6,Chevrolet
Altima,Sedan,Silver,Black,Inline-4 Gas,FWD,Gas,Automatic,68984,27,38,11995,2015,2.5,Nissan
Camry,Sedan,Midnight Black Metallic,Almond,Inline-4 Gas,FWD,Gas,Automatic,188814,24,33,9995,2017,2.5,Toyota
Equinox,SUV,Silver Ice Metallic,Jet Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,9649,22,28,27200,2019,2.0,Chevrolet
Fusion,Sedan,Shadow Black,Ebony,Inline-4 Gas,FWD,Gas,Automatic,103125,21,32,12999,2017,2.5,Ford
RAV4,SUV,Silver Sky Metallic,Black,Inline-4 Gas,AWD,Gas,Automatic,46124,22,28,24488,2018,2.5,Toyota
,Pickup Truck,Maximum Steel Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,32980,19,24,37500,2020,3.6,Ram
F-150,Pickup Truck,Magnetic Metallic,Medium Earth Gray,V-6 Gas,4WD,Gas,Automatic,51248,18,23,31561,2018,3.3,Ford
Blackwood,Pickup Truck,Black,Midnight Black,V-8 Gas,RWD,Gas,Automatic,40119,12,17,16450,2002,5.4,Lincoln
Civic,Sedan,Taffeta White,Ivory,Inline-4 Gas,FWD,Gas,Automatic,32977,31,40,21959,2018,2.0,Honda
F-150,Pickup Truck,White,Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,117517,14,19,15999,2013,3.5,Ford
Altima,Sedan,Brilliant Silver,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,58379,27,39,16791,2016,2.5,Nissan
Escape,SUV,Agate Black Metallic,Unknown,Inline-4 Gas,FWD,Gas,Automatic,42170,21,29,17995,2019,2.5,Ford
F-150,Pickup Truck,Oxford White,Medium Earth Gray,V-6 Gas,4WD,Gas,Automatic,65315,18,23,33990,2019,3.3,Ford
Mercedes-Benz C-Class,Sedan,Designo Diamond White Metallic,Tan,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,77900,23,32,19200,2018,2.0,Mercedes
Corolla,Sedan,Barcelona Red Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,34277,28,36,17495,2019,1.8,Toyota
Equinox,SUV,Black Granite Metallic,Jet Black,V-6 Gas,FWD,Gas,Automatic,73181,22,32,12966,2015,3.6,Chevrolet
Civic,Sedan,Lunar Silver Metallic,Black,Inline-4 Gas Turbocharged,FWD,Gas,Manual,36547,28,38,26079,2019,1.5,Honda
RX,SUV,Gray,Black,V-6 Gas,FWD,Gas,Automatic,70964,20,28,37552,2019,3.5,Lexus
F-150,Pickup Truck,Oxford White,Medium Earth Gray,V-6 Gas,4WD,Gas,Automatic,48490,18,23,34500,2018,3.3,Ford
F-150,Pickup Truck,Blue,Beige,V-8 Gas,RWD,Gas,Automatic,187584,20,25,17999,2018,5.0,Ford
F-150,Pickup Truck,Magnetic Metallic,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,165736,18,23,23988,2018,2.7,Ford
Elantra,Sedan,Quartz White Pearl,Gray,Inline-4 Gas,FWD,Gas,Automatic,63109,29,38,9999,2017,2.0,Hyundai
Silverado,Pickup Truck,Graphite Metallic,Jet Black,V-8 Gas,RWD,Gas,Automatic,20347,18,24,34612,2017,5.3,Chevrolet
F-150,Pickup Truck,White,Black,V-8 Gas,4WD,Gas,Automatic,167241,17,23,19786,2015,5.0,Ford
Wrangler,SUV,Black Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,56187,16,21,31200,2017,3.6,Jeep
CR-V,SUV,Crystal Black Pearl,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,29672,27,33,28000,2018,1.5,Honda
F-150,Pickup Truck,Black,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,76947,17,23,29995,2016,2.7,Ford
F-150,Pickup Truck,Silver,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,66917,18,23,32721,2018,2.7,Ford
Civic,Sedan,Gray,Gray,Inline-4 Gas,FWD,Gas,Automatic,207649,31,41,9995,2016,2.0,Honda
Corolla,Sedan,Black Sand Pearl,Black,Inline-4 Gas,FWD,Gas,Automatic,44983,30,38,20250,2020,1.8,Toyota
F-150,Pickup Truck,Blue,Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,51640,18,23,34944,2018,2.7,Ford
F-150,Pickup Truck,Red,Unknown,V-6 Gas,4WD,Gas,Automatic,30678,18,23,35894,2018,3.3,Ford
Civic,Sedan,Bright Blue,Unknown,Inline-4 Gas,FWD,Gas,Automatic,100456,28,39,9999,2012,1.8,Honda
Altima,Sedan,Super Black,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,98917,27,38,11499,2015,2.5,Nissan
Silverado,Pickup Truck,Summit White,Jet Black,Inline-8 Gas Turbocharged,RWD,Gas,Automatic,61806,20,23,39981,2020,5.3,Chevrolet
Sorento,SUV,Satin Metal,Black,Inline-4 Gas,FWD,Gas,Automatic,127581,20,26,8995,2014,2.4,Kia
Civic,Sedan,Gray,Black,Inline-4 Gas,FWD,Gas,Automatic,27178,30,38,18485,2019,2.0,Honda
Journey,SUV,Vice White,Black,Inline-4 Gas,FWD,Gas,Automatic,36000,19,25,15900,2018,2.4,Dodge
Grand Cherokee,SUV,Bright White Clearcoat,Lt Frost Beige/Black,V-6 Gas,RWD,Gas,Automatic,103482,19,26,23989,2018,3.6,Jeep
Malibu,Sedan,Summit White,Dark Atmosphere/Medium Ash Gray,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,25222,27,36,20980,2018,1.5,Chevrolet
Malibu,Sedan,Summit White,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,61270,27,36,18591,2018,1.5,Chevrolet
F-150,Pickup Truck,Oxford White,Medium Earth Gray,V-6 Gas,RWD,Gas,Automatic,44279,20,25,29995,2018,3.3,Ford
QX4,SUV,White,Tan,V-6 Gas,4WD,Gas,Automatic,146023,15,19,4800,1999,3.3,INFINITI
Versa,Sedan,Deep Blue Pearl,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,44388,31,39,15985,2019,1.6,Nissan
Altima,Sedan,Cayenne Red,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,98478,27,39,14434,2016,2.5,Nissan
F-150,Pickup Truck,Oxford White,Black,V-8 Gas Turbocharged,4WD,Gas,Automatic,30304,19,24,44490,2018,5.0,Ford
Corolla,Sedan,Blizzard Pearl,Black,Inline-4 Gas,FWD,Gas,Automatic,34418,30,38,20490,2020,1.8,Toyota
Explorer,SUV,Oxford White,Ebony Black,V-6 Gas,FWD,Gas,Automatic,53270,17,24,29450,2019,3.5,Ford
Cherokee,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,16000,19,27,28262,2019,3.2,Jeep
F-150,Pickup Truck,White,Black,V-6 Gas,4WD,Gas,Automatic,118532,18,23,29988,2018,3.3,Ford
F-150,Pickup Truck,Oxford White,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,17498,18,23,44999,2020,2.7,Ford
Versa,Sedan,Super Black,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,55151,31,39,14249,2019,1.6,Nissan
Focus,Hatchback,Oxford White,Beige,Inline-4 Gas,FWD,Gas,Automatic,171000,26,36,4888,2015,2.0,Ford
F-150,Pickup Truck,White,Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,181652,17,23,20000,2015,2.7,Ford
F-150,Pickup Truck,White,Gray,V-6 Gas,RWD,Gas,Automatic,145402,17,23,13480,2013,3.7,Ford
Patriot,SUV,Billet Silver Metallic Clearcoat,Dark Slate Gray,Inline-4 Gas,FWD,Gas,Automatic,76981,23,30,10975,2016,2.0,Jeep
Wrangler,SUV,Hydro Blue Pearlcoat,Black,V-6 Gas,4WD,Gas,Automatic,149515,16,21,22999,2016,3.6,Jeep
Charger,Sedan,Indigo Blue,Black,V-6 Gas,RWD,Gas,Automatic,31366,19,30,26495,2018,3.6,Dodge
F-150,Pickup Truck,Ingot Silver Metallic,Dark Earth Gray,V-8 Gas,4WD,Gas,Automatic,80288,17,23,30994,2017,5.0,Ford
5 Series,Sedan,Bluestone Metallic,Black,Inline-6 Gas Turbocharged,RWD,Gas,Automatic,69144,21,29,35999,2019,3.0,BMW
Wrangler,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,71842,16,21,33951,2017,3.6,Jeep
Silverado,Pickup Truck,Summit White,Dark Ash With Jet Black Interior Accents,V-8 Gas,4WD,Gas,Automatic,167309,16,22,19997,2017,5.3,Chevrolet
F-150,Pickup Truck,Blue Jeans Metallic,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,165522,18,23,23499,2015,3.5,Ford
Equinox,SUV,Nightfall Gray Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,134295,26,32,14650,2018,1.5,Chevrolet
Maxima,Sedan,Black,Black,V-6 Gas,FWD,Gas,Automatic,109446,19,26,10997,2014,3.5,Nissan
F-150,Pickup Truck,Shadow Black,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,40733,18,23,34647,2018,3.5,Ford
200,Sedan,Billet Silver Metallic Clearcoat,Black,Inline-4 Gas,FWD,Gas,Automatic,117899,23,36,9494,2015,2.4,Chrysler
Fusion,Sedan,Tuxedo Black Metallic,Cream,Inline-4 Gas,FWD,Gas,Automatic,96879,22,34,11399,2013,2.5,Ford
Mercedes-Benz GLC,SUV,Black,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,43257,24,27,38546,2019,2.0,Mercedes
Rogue,SUV,Magnetic Black,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,80599,26,33,13000,2016,2.5,Nissan
3 Series,Sedan,Black Sapphire Metallic,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,7546,23,34,27991,2018,2.0,BMW
QX60,SUV,Majestic White,High Contrast Wheat,V-6 Gas,AWD,Gas,Automatic,58907,19,26,29384,2019,3.5,INFINITI
Escape,SUV,White Platinum Metallic Tri-Coat,Beige,Inline-4 Gas Turbocharged,4WD,Gas,Automatic,92899,22,28,13395,2018,1.5,Ford
Civic,Sedan,Modern Steel Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,231090,30,39,7996,2015,1.8,Honda
5 Series,Sedan,Glacier Silver Metallic,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,90365,23,33,27983,2019,2.0,BMW
3 Series,Sedan,Mineral Gray Metallic,Black/Dark Oyster,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,54885,24,34,29138,2018,2.0,BMW
Civic,Sedan,Crystal Black Pearl,Black,Inline-4 Gas,FWD,Gas,Automatic,21947,31,40,23118,2018,2.0,Honda
Malibu,Sedan,Summit White,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,68610,27,36,19814,2018,1.5,Chevrolet
Corolla,Sedan,Super White,Moonstone,Inline-4 Gas,FWD,Gas,Automatic,37915,31,40,22357,2020,2.0,Toyota
Classic,Pickup Truck,Brilliant Black Crystal Pearlcoat,Diesel Gray/Black,V-8 Gas,RWD,Gas,Automatic,114144,15,22,28429,2019,5.7,Ram
Impala,Sedan,Silver Ice Metallic,Jet Black/Dark Titanium,V-6 Gas,FWD,Gas,Automatic,76885,19,29,11989,2014,3.6,Chevrolet
Equinox,SUV,Nightfall Gray Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,93208,26,32,17490,2018,1.5,Chevrolet
Explorer,SUV,Agate Black Metallic,Ebony Black,V-6 Gas,4WD,Gas,Automatic,16860,16,22,31900,2019,3.5,Ford
Fusion,Sedan,Oxford White,Charcoal Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,95278,22,34,14300,2015,1.5,Ford
F-150,Pickup Truck,Oxford White,Black,V-8 Gas,4WD,Gas,Automatic,37381,18,23,38900,2019,5.0,Ford
F-150,Pickup Truck,Agate Black,Black,V-8 Gas,4WD,Gas,Automatic,35172,18,23,42084,2019,5.0,Ford
F-150,Pickup Truck,White Platinum Metallic Tri-Coat,Gray,V-6 Gas,RWD,Gas,Automatic,46897,20,25,33458,2018,3.3,Ford
Equinox,SUV,Silver Ice Metallic,Jet Black,Inline-4 Gas,FWD,Gas,Automatic,194595,21,31,10400,2017,2.4,Chevrolet
Altima,Sedan,Brilliant Silver,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,116569,27,39,11290,2016,2.5,Nissan
Corolla,Sedan,Gray,Unknown,Inline-4 Gas,FWD,Gas,Automatic,74780,28,35,17309,2019,1.8,Toyota
Malibu,Sedan,Silver Ice Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,60635,29,36,19700,2020,1.5,Chevrolet
S6,Sedan,Light Silver Metallic,Black,V-10 Gas,AWD,Gas,Automatic,111784,14,19,14991,2008,5.2,Audi
Mercedes-Benz C-Class,Sedan,Polar White,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,27933,24,33,33493,2018,2.0,Mercedes
F-150,Pickup Truck,Iconic Silver Metallic,Black,V-8 Gas Twin-Turbo,4WD,Gas,Automatic,73863,18,23,42500,2020,5.0,Ford
CC,Sedan,Deep Black Pearl,Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,180546,22,31,7999,2014,2.0,Volkswagen
Compass,SUV,Diamond Black Crystal Pearlcoat,Black,Inline-4 Gas,4WD,Gas,Automatic,38688,22,30,25995,2018,2.4,Jeep
Fusion,Sedan,Oxford White,Ebony,Inline-4 Gas,FWD,Gas,Automatic,82182,22,34,15997,2016,2.5,Ford
Fusion,Sedan,Tuxedo Black,Charcoal Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,81429,22,34,13597,2015,1.5,Ford
Camry,Sedan,White,Black,Inline-4 Gas,FWD,Gas,Automatic,88372,28,39,22995,2019,2.5,Toyota
F-150,Pickup Truck,Black Velvet,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,74371,18,23,28885,2018,2.7,Ford
Town & Country,Minivan,Modern Blue Pearl,Pebble Beige/Cream,V-6 Gas,FWD,Gas,Automatic,107192,16,23,4950,2008,3.8,Chrysler
Rogue Sport,SUV,Glacier White,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,8649,25,32,21995,2020,2.0,Nissan
Wrangler,SUV,Firecracker Red Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,54790,16,21,27998,2016,3.6,Jeep
Grand Cherokee,SUV,Velvet Red Pearlcoat,Black,V-6 Gas,4WD,Gas,Automatic,38499,18,25,28500,2018,3.6,Jeep
F-150,Pickup Truck,Oxford White,Steel Gray,V-8 Gas,4WD,Gas,Automatic,71894,14,19,19942,2014,5.0,Ford
X5,SUV,Ruby Black Metallic,Unknown,Inline-6 Gas Turbocharged,AWD,Gas,Automatic,80674,18,24,30995,2018,3.0,BMW
F-150,Pickup Truck,Oxford White,Dark Earth Gray,V-6 Gas,RWD,Gas,Automatic,86618,20,25,20995,2018,3.3,Ford
Sentra,Sedan,Super Black,Charcoal,Inline-4 Gas,FWD,Gas,Manual,88645,29,37,10399,2017,1.8,Nissan
F-150,Pickup Truck,Ingot Silver Metallic,Black,V-8 Gas,RWD,Gas,Automatic,71260,17,23,19998,2014,5.0,Ford
,Pickup Truck,Brilliant Black Crystal Pearlcoat,Diesel Gray/Black,V-8 Gas,4WD,Gas,Automatic,56229,16,23,29100,2017,5.7,Ram
Charger,Sedan,Pitch Black Clearcoat,Black,V-6 Gas,RWD,Gas,Automatic,24599,19,30,27449,2019,3.6,Dodge
F-150,Pickup Truck,Oxford White,Medium Earth Gray,V-6 Gas,4WD,Gas,Automatic,66352,18,23,27900,2018,3.3,Ford
Fusion,Sedan,Magnetic,Ebony,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,77044,21,32,15995,2017,1.5,Ford
Altima,Sedan,Glacier White,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,124247,27,39,9995,2016,2.5,Nissan
Altima,Sedan,Brilliant Silver Metallic,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,127198,27,38,7986,2014,2.5,Nissan
Soul,Hatchback,Titanium Gray,Black,Inline-4 Gas,FWD,Gas,Automatic,59377,25,30,17021,2019,2.0,Kia
F-150,Pickup Truck,White,Gray,V-8 Gas,4WD,Gas,Automatic,122345,14,19,17500,2014,5.0,Ford
F-150,Pickup Truck,Shadow Black,Navy Pier,V-6 Gas Turbocharged,4WD,Gas,Automatic,67300,17,23,47900,2018,3.5,Ford
Sonata,Sedan,Quartz White Pearl,Gray,Inline-4 Gas,FWD,Gas,Automatic,13613,26,35,17888,2019,2.4,Hyundai
Edge,SUV,Oxford White,Dune,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,135169,22,29,16995,2019,2.0,Ford
F-150,Pickup Truck,Ingot Silver Metallic,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,31357,19,24,49995,2019,2.7,Ford
F-150,Pickup Truck,Oxford White,Black,V-8 Gas Turbocharged,4WD,Gas,Automatic,129900,19,24,30922,2018,5.0,Ford
,Pickup Truck,Maximum Steel Metallic Clearcoat,Black,V-8 Gas,4WD,Gas,Automatic,96154,19,24,32500,2019,5.7,Ram
Mercedes-Benz C-Class,Sedan,Selenite Grey Metallic,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,37196,24,33,28998,2018,2.0,Mercedes
Wrangler,SUV,Black Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,50475,16,21,35900,2017,3.6,Jeep
Mercedes-Benz C-Class,Sedan,Designo Diamond White Metallic,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,37773,23,32,23940,2018,2.0,Mercedes
Accord,Sedan,Crystal Black Pearl,Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,23456,29,35,28861,2018,1.5,Honda
Corolla,Sedan,White,Unknown,Inline-4 Gas,FWD,Gas,Automatic,225000,26,34,5350,2011,1.8,Toyota
Fiesta,Hatchback,Ingot Silver Metallic,Charcoal Black,Inline-4 Gas,FWD,Gas,Automatic,40294,27,35,14414,2019,1.6,Ford
Silverado,Pickup Truck,Black,Dark Ash/Jet Black,V-8 Gas,4WD,Gas,Automatic,209139,16,22,22995,2015,5.3,Chevrolet
Silverado,Pickup Truck,Tungsten Metallic,Jet Black,V-8 Gas,RWD,Gas,Automatic,184654,18,24,15400,2014,5.3,Chevrolet
F-150,Pickup Truck,White,Dark Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,130086,17,23,24700,2015,3.5,Ford
SC,Convertible,Millennium Silver Metallic,Saddle,V-8 Gas,RWD,Gas,Automatic,76634,18,23,14995,2004,4.3,Lexus
Cherokee,SUV,Diamond Black Crystal Pearlcoat,Black,V-6 Gas,4WD,Gas,Automatic,88411,19,27,23932,2019,3.2,Jeep
,Pickup Truck,Bright White Clearcoat,Diesel Gray/Black,V-6 Gas,4WD,Gas,Automatic,81440,16,23,20000,2018,3.6,Ram
Civic,Sedan,Lunar Silver Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,131011,31,41,13000,2016,2.0,Honda
Cherokee,SUV,Granite Crystal Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,40114,19,27,22890,2019,3.2,Jeep
Elantra,Sedan,Electric Blue,Gray,Inline-4 Gas,FWD,Gas,Automatic,87369,29,38,12794,2017,2.0,Hyundai
Corolla,Sedan,Celestite,Light Gray,Inline-4 Gas,FWD,Gas,Automatic,24043,30,38,21699,2020,1.8,Toyota
Tacoma,Pickup Truck,Red,Unknown,V-6 Gas,4WD,Gas,Automatic,35827,18,22,39990,2019,3.5,Toyota
Optima,Sedan,Ebony Black,Black,Inline-4 Gas,FWD,Gas,Automatic,57387,24,32,17821,2020,2.4,Kia
F-150,Pickup Truck,Oxford White,Black,V-8 Gas Twin-Turbo,RWD,Gas,Automatic,39432,20,26,40993,2020,5.0,Ford
Edge,SUV,Ingot Silver Metallic,Beige,V-6 Gas Turbocharged,FWD,Gas,Automatic,86581,20,29,17999,2018,3.5,Ford
Charger,Sedan,Pitch Black Clearcoat,Black,V-6 Gas,RWD,Gas,Automatic,31795,19,30,21995,2020,3.6,Dodge
4Runner,SUV,Super White,Black Graphite,V-6 Gas,RWD,Gas,Automatic,51603,17,21,34591,2019,4.0,Toyota
,Pickup Truck,Granite Crystal Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,27028,19,24,38980,2019,3.6,Ram
Mercedes-Benz C-Class,Sedan,Gray,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,52129,23,32,24990,2018,2.0,Mercedes
H3,SUV,Black,Black,Inline-5 Gas,4WD,Gas,Automatic,190885,14,18,8995,2007,3.7,HUMMER
