Name,style,Exterior color,interior color,Engine,drive type,Fuel Type,Transmission,Mileage,mpg city,mpg highway,price,Year,Engine V,Brand
F-150,Pickup Truck,Blue Jeans Metallic,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,50313,18,23,36540,2018,2.7,Ford
Explorer,SUV,Shadow Black,Ebony Black,V-6 Gas,4WD,Gas,Automatic,36229,16,22,29995,2018,3.5,Ford
Rogue,SUV,Magnetic Black,Charcoal,Inline-4 Gas,AWD,Gas,Automatic,9625,25,32,25888,2018,2.5,Nissan
F-150,Pickup Truck,Black Velvet,Medium Earth Gray,V-8 Gas,RWD,Gas,Automatic,19499,20,25,40933,2018,5.0,Ford
Wrangler,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,48760,17,23,39498,2018,3.6,Jeep
Grand Cherokee,SUV,Granite Crystal Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,104135,18,25,21499,2017,3.6,Jeep
FJ Cruiser,SUV,Iceberg,Dark Charcoal,V-6 Gas,4WD,Gas,Automatic,125111,17,20,29293,2014,4.0,Toyota
Wrangler,SUV,Granite Crystal Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,27526,18,23,49900,2019,3.6,Jeep
Tacoma,Pickup Truck,Super White,Cement Gray,V-6 Gas,RWD,Gas,Automatic,66419,19,24,29446,2018,3.5,Toyota
Escape,SUV,Ingot Silver Metallic,Charcoal Black,Inline-4 Gas Turbocharged,4WD,Gas,Automatic,97343,22,30,13988,2014,1.6,Ford
Silverado,Pickup Truck,Summit White,Jet Black,V-8 Gas,RWD,Gas,Automatic,28644,18,24,40338,2018,5.3,Chevrolet
Tundra,Pickup Truck,Silver,Select,V-8 Gas,4WD,Gas,Automatic,91046,13,17,35985,2018,5.7,Toyota
F-150,Pickup Truck,White,Gray,V-8 Gas,4WD,Gas,Automatic,16260,14,19,27900,2014,5.0,Ford
Tiguan,SUV,Pyrite Silver Metallic,Titan Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,22769,21,29,27108,2019,2.0,Volkswagen
Civic,Sedan,Taffeta White,Ivory,Inline-4 Gas,FWD,Gas,Automatic,48500,31,40,19492,2017,2.0,Honda
Wrangler,SUV,Bright White Clearcoat,Dark Saddle/Black,V-6 Gas,4WD,Gas,Automatic,61023,16,21,38645,2017,3.6,Jeep
X3,SUV,Jet Black,Beige,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,89906,21,28,19499,2016,2.0,BMW
F-150,Pickup Truck,Black Velvet,Medium Earth Gray,V-6 Gas,RWD,Gas,Automatic,32715,20,25,31995,2018,3.3,Ford
,Pickup Truck,Black Clearcoat,Diesel Gray/Black,V-8 Gas,4WD,Gas,Automatic,38920,15,21,31889,2018,5.7,Ram
X5,SUV,Alpine White,Black,Inline-6 Gas Turbocharged,AWD,Gas,Automatic,34764,20,26,56990,2019,3.0,BMW
Wrangler,SUV,Rhino Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,37658,16,21,34999,2017,3.6,Jeep
F-150,Pickup Truck,Magnetic Metallic,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,46392,18,23,40557,2018,3.5,Ford
F-150,Pickup Truck,Black Velvet,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,59333,18,23,39888,2018,3.5,Ford
Sonata,Sedan,Quartz White Pearl,Black,Inline-4 Gas,FWD,Gas,Automatic,23795,26,35,20880,2019,2.4,Hyundai
F-150,Pickup Truck,Magnetic Metallic,Medium Earth Gray,V-6 Gas,4WD,Gas,Automatic,43631,18,23,34500,2018,3.3,Ford
Expedition,SUV,Magnetic Metallic,Ebony,V-6 Gas Turbocharged,RWD,Gas,Automatic,29001,17,23,49991,2020,3.5,Ford
Elantra,Sedan,Venetian Red,Gray,Inline-4 Gas,FWD,Gas,Automatic,74121,28,38,13640,2015,1.8,Hyundai
RAV4,SUV,Magnetic Gray Metallic,Black,Inline-4 Gas,AWD,Gas,Automatic,31088,27,34,30860,2020,2.5,Toyota
Silverado,Pickup Truck,Black,Jet Black,Inline-8 Gas Turbocharged,RWD,Gas,Automatic,66771,20,23,37500,2019,5.3,Chevrolet
F-150,Pickup Truck,Agate Black Metallic,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,14365,18,23,52495,2020,2.7,Ford
Silverado,Pickup Truck,Black,Jet Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,18067,20,23,38500,2020,2.7,Chevrolet
F-150,Pickup Truck,White Platinum,Mesa,V-6 Gas Turbocharged,4WD,Gas,Automatic,60663,16,22,48580,2019,3.5,Ford
Rogue,SUV,Magnetic Black,Charcoal,Inline-4 Gas,AWD,Gas,Automatic,22108,25,32,23900,2018,2.5,Nissan
Camry,Sedan,White,Black,Inline-4 Gas,FWD,Gas,Automatic,86766,28,39,21195,2018,2.5,Toyota
Silverado,Pickup Truck,Summit White,Dark Ash With Jet Black Interior Accents,V-6 Gas,4WD,Gas,Automatic,158210,17,22,17900,2017,4.3,Chevrolet
F-150,Pickup Truck,Magma Red Metallic,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,11315,18,23,43883,2019,2.7,Ford
Silverado,Pickup Truck,Summit White,Jet Black,V-8 Gas,RWD,Gas,Automatic,20155,16,21,31900,2020,5.3,Chevrolet
Macan,SUV,White,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,20000,19,23,52777,2020,2.0,Porsche
,Pickup Truck,True Blue Pearlcoat,Diesel Gray/Black,V-6 Diesel Turbocharged,4WD,Diesel,Automatic,117482,16,23,26660,2016,3.0,Ram
Tiguan,SUV,Pure White,Titan Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,28032,22,29,26250,2019,2.0,Volkswagen
F-150,Pickup Truck,Ingot Silver Metallic,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,22969,18,23,39939,2018,2.7,Ford
Atlas,SUV,Platinum Gray Metallic,Titan Black,V-6 Gas,FWD,Gas,Automatic,30362,17,24,36600,2019,3.6,Volkswagen
F-150,Pickup Truck,White,Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,102121,17,23,23599,2016,3.5,Ford
F-150,Pickup Truck,Silver Spruce Metallic,Black,V-6 Gas Turbocharged,RWD,Gas,Automatic,40585,19,25,38999,2020,3.5,Ford
200,Sedan,Granite Crystal Metallic Clearcoat,Black,Inline-4 Gas,FWD,Gas,Automatic,113030,23,36,10497,2015,2.4,Chrysler
Altima,Sedan,Pearl White,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,52012,27,39,17498,2016,2.5,Nissan
Tucson,SUV,Molten Silver,Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,26403,25,30,24500,2018,1.6,Hyundai
Wrangler,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Manual,11701,16,21,33500,2016,3.6,Jeep
Grand Cherokee,SUV,Diamond Black Crystal Pearlcoat,Black,V-6 Gas,4WD,Gas,Automatic,49734,18,25,28499,2019,3.6,Jeep
Fusion,Sedan,Tuxedo Black Metallic,Unknown,Inline-4 Gas,FWD,Gas,Automatic,102025,22,34,12995,2014,2.5,Ford
Mercedes-Benz C-Class,Sedan,Black,Almond/Mocha Leather,V-6 Gas,RWD,Gas,Automatic,115048,18,26,8990,2011,3.0,Mercedes
Corolla,Sedan,Blueprint,Macadamia,Inline-4 Gas,FWD,Gas,Automatic,55127,30,38,19998,2020,1.8,Toyota
,Pickup Truck,Diamond Black Crystal Pearlcoat,Black,V-6 Gas,4WD,Gas,Automatic,30712,19,24,37861,2019,3.6,Ram
,Pickup Truck,Bright Silver Metallic Clearcoat,Diesel Gray/Black,V-8 Gas,4WD,Gas,Automatic,157080,16,23,18588,2016,5.7,Ram
F-150,Pickup Truck,Black,Medium Earth Gray,V-6 Gas Turbocharged,RWD,Gas,Automatic,64535,18,25,27997,2015,2.7,Ford
Corvette,Convertible,Arctic White,Black,V-8 Gas,RWD,Gas,Automatic,73478,17,25,15498,1999,5.7,Chevrolet
,Pickup Truck,Granite Crystal Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,34819,19,24,37989,2020,3.6,Ram
Rogue,SUV,Magnetic Black,Charcoal,Inline-4 Gas,AWD,Gas,Automatic,22976,25,32,22895,2018,2.5,Nissan
F-150,Pickup Truck,Oxford White,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,11721,18,23,53000,2020,3.5,Ford
F-150,Pickup Truck,Magnetic Metallic,Medium Earth Gray,V-8 Gas,4WD,Gas,Automatic,55006,18,23,35842,2018,5.0,Ford
Mercedes-Benz GLC,SUV,Iridium Silver Metallic,Black Mb-Tex,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,17624,22,27,41979,2019,2.0,Mercedes
RAV4,SUV,Magnetic Gray Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,33432,23,30,22395,2018,2.5,Toyota
F-150,Pickup Truck,Ingot Silver,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,62498,18,23,35655,2018,2.7,Ford
Altima,Sedan,Storm Blue,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,21911,27,39,19188,2017,2.5,Nissan
Malibu,Sedan,Summit White,Dark Atmosphere/Medium Ash Gray,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,123240,27,36,14995,2018,1.5,Chevrolet
Wrangler,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,66972,16,21,29998,2016,3.6,Jeep
F-150,Pickup Truck,Lead Foot,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,17567,15,18,62695,2018,3.5,Ford
F-150,Pickup Truck,Ingot Silver Metallic,Steel Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,205840,14,19,15655,2012,3.5,Ford
Equinox,SUV,Summit White,Medium Ash Gray,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,20159,26,32,22695,2019,1.5,Chevrolet
Mercedes-Benz GLC,SUV,Polar White,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,19995,24,27,39890,2019,2.0,Mercedes
Silverado,Pickup Truck,Iridescent Pearl Tricoat,Saddle,V-8 Gas,RWD,Gas,Automatic,86746,16,22,34994,2017,6.2,Chevrolet
Elantra,Sedan,Indigo Night,Beige,Inline-4 Gas,FWD,Gas,Automatic,69821,28,38,11752,2013,1.8,Hyundai
Explorer,SUV,Burgundy Velvet Metallic Tinted Clearcoat,Ebony Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,37642,16,22,35000,2018,3.5,Ford
CR-V,SUV,Crystal Black Pearl,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,19427,27,32,33488,2020,1.5,Honda
F-150,Pickup Truck,Oxford White,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,127298,17,23,29991,2017,3.5,Ford
F-150,Pickup Truck,Agate Black Metallic,Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,8816,18,23,41297,2020,2.7,Ford
Edge,SUV,Ingot Silver Metallic,Charcoal Black,V-6 Gas,FWD,Gas,Automatic,220629,18,25,4789,2010,3.5,Ford
GX,SUV,Black Onyx,Black W/Linear Espresso Trim,V-8 Gas,4WD,Gas,Automatic,48064,15,18,39278,2018,4.6,Lexus
CR-V,SUV,Lunar Silver Metallic,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,11007,28,34,31133,2019,1.5,Honda
Encore,SUV,White Frost Tricoat,Ebony,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,31272,25,30,20999,2019,1.4,Buick
Mercedes-Benz C-Class,Sedan,Selenite Grey Metallic,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,21813,23,32,35995,2018,2.0,Mercedes
,Pickup Truck,Diamond Black Crystal Pearlcoat,Black,V-8 Gas,4WD,Gas,Automatic,38265,19,24,48500,2019,5.7,Ram
CX-5,SUV,Machine Gray Metallic,Black,Inline-4 Gas,AWD,Gas,Automatic,99609,23,29,19800,2018,2.5,Mazda
F-150,Pickup Truck,Shadow Black,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,143235,17,23,24985,2016,2.7,Ford
F-150,Pickup Truck,Ingot Silver Metallic,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,17542,18,23,47995,2019,2.7,Ford
Corolla,Sedan,Classic Silver Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,31225,30,38,21590,2020,1.8,Toyota
F-150,Pickup Truck,Ingot Silver Metallic,Black,V-8 Gas,4WD,Gas,Automatic,68897,16,22,47994,2019,5.0,Ford
Tucson,SUV,Dazzling White,Gray,Inline-4 Gas,FWD,Gas,Automatic,60089,23,30,21504,2019,2.0,Hyundai
Santa Fe,SUV,Stormy Sea,Black/Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,12543,20,27,32000,2020,2.0,Hyundai
Rogue,SUV,Glacier White,Charcoal,Inline-4 Gas,AWD,Gas,Automatic,35230,25,32,23300,2018,2.5,Nissan
Wrangler,SUV,Black Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,24350,16,21,34998,2018,3.6,Jeep
F-150,Pickup Truck,Gray,Gray,V-6 Gas,4WD,Gas,Automatic,36705,16,21,23895,2013,3.7,Ford
Mercedes-Benz C-Class,Sedan,Polar White,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,36995,23,34,34500,2019,2.0,Mercedes
Camaro,Coupe,Summit White,Black,V-6 Gas,RWD,Gas,Automatic,89909,17,28,17499,2014,3.6,Chevrolet
F-150,Pickup Truck,Tuxedo Black,Gray,V-6 Gas,4WD,Gas,Automatic,70296,17,23,31788,2015,3.5,Ford
Pathfinder,SUV,Glacier White,Charcoal,V-6 Gas,4WD,Gas,Automatic,102731,19,26,13500,2015,3.5,Nissan
Sierra,Pickup Truck,Cardinal Red,Jet Black,V-8 Gas,4WD,Gas,Automatic,51077,15,21,47695,2019,5.3,GMC
Tundra,Pickup Truck,Gray,Black,V-8 Gas,4WD,Gas,Automatic,37578,13,17,43988,2019,5.7,Toyota
Corolla,Sedan,Black Sand Pearl,Light Gray,Inline-4 Gas,FWD,Gas,Automatic,3826,30,38,23499,2021,1.8,Toyota
Cherokee,SUV,Bright White Clearcoat,Black,Inline-4 Gas,4WD,Gas,Automatic,96551,21,28,15991,2016,2.4,Jeep
Accord,Sedan,Platinum White Pearl,Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,22993,29,35,28590,2020,1.5,Honda
Grand Caravan,Minivan,Onyx Black,Black,V-6 Gas,FWD,Gas,Automatic,92730,17,25,18714,2017,3.6,Dodge
Jetta,Sedan,Platinum Gray Metallic,Anthracite,Inline-5 Gas,FWD,Gas,Automatic,110563,20,29,6488,2009,2.5,Volkswagen
Renegade,SUV,Granite Crystal Metallic Clearcoat,Black,Inline-4 Gas Turbocharged,4WD,Gas,Automatic,102537,24,31,16998,2018,2.4,Jeep
Sienna,Minivan,Silver Shadow Pearl,Taupe,V-6 Gas,FWD,Gas,Automatic,296845,19,26,3499,2006,3.3,Toyota
Camry,Sedan,Super White,Black,Inline-4 Gas,FWD,Gas,Automatic,70903,24,33,19990,2017,2.5,Toyota
RAV4,SUV,Black,Black,Inline-4 Gas,FWD,Gas,Automatic,73125,23,30,21900,2018,2.5,Toyota
F-150,Pickup Truck,Guard Metallic,Medium Earth Gray,V-8 Gas,4WD,Gas,Automatic,105882,15,21,29950,2015,5.0,Ford
RAV4,SUV,Magnetic Gray Metallic,Ash,Inline-4 Gas,AWD,Gas,Automatic,18653,27,33,37999,2021,2.5,Toyota
Accord,Sedan,Nighthawk Black Pearl,Black Leather Interior,Inline-4 Gas,FWD,Gas,Automatic,297717,21,31,3999,2008,2.4,Honda
Accord,Sedan,Platinum White Pearl,Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,505,29,35,29995,2021,1.5,Honda
Wrangler,SUV,Granite Crystal Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,36614,17,23,43995,2018,3.6,Jeep
Silverado,Pickup Truck,Black,Jet Black,V-8 Gas,4WD,Gas,Automatic,91096,15,20,36822,2018,5.3,Chevrolet
F-150,Pickup Truck,Magnetic Metallic,Medium Earth Gray,V-8 Gas,4WD,Gas,Automatic,57663,18,23,36810,2018,5.0,Ford
Equinox,SUV,Mosaic Black Metallic,Saddle Up/Jet Black,Inline-4 Gas,FWD,Gas,Automatic,110330,22,32,14200,2016,2.4,Chevrolet
Escape,SUV,Oxford White,Charcoal Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,84239,23,30,15993,2017,1.5,Ford
Tahoe,SUV,Satin Steel Metallic,Jet Black,V-8 Gas,RWD,Gas,Automatic,55046,15,22,44959,2019,5.3,Chevrolet
Corolla,Sedan,Barcelona Red Metallic,Unknown,Inline-4 Gas,FWD,Gas,Automatic,92016,29,38,10917,2014,1.8,Toyota
Sorento,SUV,Ebony Black,Satin Black,V-6 Gas,FWD,Gas,Automatic,24115,19,26,32028,2019,3.3,Kia
Wrangler,SUV,Billet Silver Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,112987,16,21,25995,2016,3.6,Jeep
Mercedes-Benz GLC,SUV,Designo Cardinal Red Metallic,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,42984,22,28,35495,2018,2.0,Mercedes
Maxima,Sedan,Super Black,Charcoal,V-6 Gas,FWD,Gas,Automatic,16051,20,30,29100,2019,3.5,Nissan
CR-V,SUV,White Diamond Pearl,Gray,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,64526,27,33,26975,2018,1.5,Honda
F-150,Pickup Truck,Ruby Red Metallic Tinted Clearcoat,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,32682,18,23,41999,2019,2.7,Ford
F-150,Pickup Truck,Agate Black Metallic,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,29889,19,24,46500,2019,2.7,Ford
F-150,Pickup Truck,Tuxedo Black Metallic,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,100063,14,19,25995,2014,3.5,Ford
Silverado,Pickup Truck,Summit White,Jet Black,V-8 Gas,RWD,Gas,Automatic,89250,18,24,29255,2018,5.3,Chevrolet
Camry,Sedan,Blue Crush Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,105049,25,35,12492,2015,2.5,Toyota
Grand Cherokee,SUV,Brilliant Black Crystal Pearlcoat,Black,V-6 Gas,RWD,Gas,Automatic,98037,17,25,17900,2014,3.6,Jeep
X3,SUV,Jet Black,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,20080,23,30,37695,2019,2.0,BMW
Wrangler,SUV,Black Clearcoat,Black,V-6 Gas,4WD,Gas,Manual,27409,17,23,39995,2018,3.6,Jeep
Silverado,Pickup Truck,Black,Jet Black,V-8 Gas,RWD,Gas,Automatic,42413,18,24,32917,2017,5.3,Chevrolet
F-150,Pickup Truck,Oxford White,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,43470,18,23,40633,2018,2.7,Ford
Wrangler,SUV,Bright White Clearcoat,Black/Heritage Tan,V-6 Gas,4WD,Gas,Automatic,61538,17,23,34900,2018,3.6,Jeep
F-150,Pickup Truck,Magnetic Metallic,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,62133,16,22,45990,2018,3.5,Ford
Cherokee,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,11843,19,27,27995,2019,3.2,Jeep
Journey,SUV,Pitch Black Clearcoat,Black/Red,V-6 Gas,AWD,Gas,Automatic,55640,16,24,20391,2017,3.6,Dodge
Passat,Sedan,Silver,Gray,Inline-5 Gas,FWD,Gas,Automatic,102969,22,31,8988,2012,2.5,Volkswagen
,Pickup Truck,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,47351,19,24,38050,2019,3.6,Ram
,Pickup Truck,Bright White Clearcoat,Black,V-6 Diesel Turbocharged,4WD,Diesel,Automatic,33999,19,24,50861,2020,3.0,Ram
Passat,Sedan,Fortana Red Metallic,Cornsilk Beige,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,25865,25,36,20000,2019,2.0,Volkswagen
F-150,Pickup Truck,Ingot Silver Metallic,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,43830,18,23,36000,2018,2.7,Ford
Equinox,SUV,Silver Ice Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,28525,26,32,25977,2020,1.5,Chevrolet
F-150,Pickup Truck,Lead Foot,Dark Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,5623,18,23,36590,2020,2.7,Ford
,Pickup Truck,Bright White Clearcoat,Black,V-6 Gas,RWD,Gas,Automatic,46582,20,25,34420,2019,3.6,Ram
F-150,Pickup Truck,White Platinum Metallic Tri-Coat,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,102669,19,24,35990,2019,3.5,Ford
Camry,Sedan,Dark Blue Metallic,Neutral Cloth,V-6 Gas,FWD,Gas,Automatic,36206,21,31,25789,2016,3.5,Toyota
,Pickup Truck,Billet Silver Metallic Clearcoat,Black,V-8 Gas,4WD,Gas,Automatic,22917,19,24,39798,2019,5.7,Ram
Silverado,Pickup Truck,Black,Jet Black,V-8 Gas,4WD,Gas,Automatic,149454,16,22,24999,2014,5.3,Chevrolet
Mark LT,Pickup Truck,White,Dove Gray,V-8 Gas,4WD,Gas,Automatic,185502,14,18,11500,2007,5.4,Lincoln
Corolla,Sedan,Black Sand Pearl,Light Gray,Inline-4 Gas,FWD,Gas,Automatic,21969,30,38,22998,2021,1.8,Toyota
Cherokee,SUV,Diamond Black Crystal Pearlcoat,Black,Inline-4 Gas,FWD,Gas,Automatic,56082,22,31,23571,2019,2.4,Jeep
Wrangler,SUV,Granite Crystal Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Manual,64614,16,21,29694,2016,3.6,Jeep
,Pickup Truck,Brilliant Black Crystal Pearlcoat,Black,V-6 Gas,4WD,Gas,Automatic,88944,16,23,24991,2015,3.6,Ram
Accord,Sedan,Crystal Black Pearl,Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,32388,29,35,27966,2018,1.5,Honda
F-150,Pickup Truck,Shadow Black,Medium Light Camel,V-6 Gas Turbocharged,4WD,Gas,Automatic,87751,19,24,39993,2018,3.5,Ford
,Pickup Truck,Bright White Clearcoat,Black,V-8 Gas,4WD,Gas,Automatic,18504,19,24,45990,2019,5.7,Ram
Mercedes-Benz C-Class,Sedan,Polar White,Unknown,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,38119,24,33,29990,2018,2.0,Mercedes
Camry,Sedan,Wind Chill Pearl,Black,V-6 Gas,FWD,Gas,Automatic,62304,22,33,26307,2018,3.5,Toyota
F-150,Pickup Truck,Blue Jeans Metallic,Medium Light Camel,V-6 Gas Turbocharged,4WD,Gas,Automatic,103120,17,23,27998,2016,2.7,Ford
F-150,Pickup Truck,Blue,Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,184000,14,19,13495,2012,3.5,Ford
Traverse,SUV,Mosaic Black Metallic,Jet Black,V-6 Gas,AWD,Gas,Automatic,33968,17,25,41999,2019,3.6,Chevrolet
F-150,Pickup Truck,Oxford White,Dark Earth Gray,V-8 Gas,RWD,Gas,Automatic,64301,19,25,34995,2019,5.0,Ford
F-150,Pickup Truck,Ingot Silver Metallic,Medium Earth Gray,V-6 Gas Turbocharged,RWD,Gas,Automatic,65100,20,26,30793,2018,2.7,Ford
Equinox,SUV,Nightfall Gray Metallic,Medium Ash Gray,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,88155,24,30,18500,2018,1.5,Chevrolet
Altima,Sedan,Super Black,Beige,Inline-4 Gas,FWD,Gas,Automatic,70277,27,38,14988,2015,2.5,Nissan
F-150,Pickup Truck,Ingot Silver Metallic,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,30396,18,23,42898,2019,3.5,Ford
,Pickup Truck,Brilliant Black Crystal Pearlcoat,Diesel Gray/Black,V-6 Gas,RWD,Gas,Automatic,121078,17,25,19975,2017,3.6,Ram
Pacifica,Minivan,Billet Silver Metallic Clearcoat,Black/Black/Black,V-6 Gas,FWD,Gas,Automatic,16515,19,28,34995,2019,3.6,Chrysler
Tacoma,Pickup Truck,Super White,Cement Gray,V-6 Gas,4WD,Gas,Automatic,22053,18,22,34999,2019,3.5,Toyota
Mercedes-Benz GLC,SUV,Gold,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,30043,22,27,33955,2019,2.0,Mercedes
F-150,Pickup Truck,Blue Jeans Metallic,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,33856,18,23,34999,2018,2.7,Ford
Cherokee,SUV,Granite Crystal Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,43755,19,27,25700,2019,3.2,Jeep
F-150,Pickup Truck,White Platinum Metallic Tri-Coat,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,83185,15,21,32250,2015,3.5,Ford
Mercedes-Benz C-Class,Sedan,Lunar Blue Metallic,Magma Grey,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,37576,23,34,33495,2019,2.0,Mercedes
Camry,Sedan,Red,Gray,Inline-4 Gas,FWD,Gas,Automatic,208126,21,31,4500,2009,2.4,Toyota
Grand Cherokee,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,22844,18,25,35842,2018,3.6,Jeep
Explorer,SUV,Cinnamon Glaze Metallic,Ebony Black,V-6 Gas,4WD,Gas,Automatic,49003,16,22,33705,2018,3.5,Ford
Mercedes-Benz C-Class,Sedan,Polar White,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,13699,23,34,39893,2019,2.0,Mercedes
Edge,SUV,Shadow Black,Ebony,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,22699,20,27,26129,2018,2.0,Ford
,Pickup Truck,Granite Crystal Metallic Clearcoat,Diesel Gray/Black,V-6 Gas,RWD,Gas,Automatic,71241,17,25,21650,2017,3.6,Ram
F-150,Pickup Truck,Agate Black,Black,V-6 Gas Turbocharged,RWD,Gas,Automatic,19522,19,25,36777,2019,2.7,Ford
F-150,Pickup Truck,White,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,49050,17,23,35809,2017,2.7,Ford
Silverado,Pickup Truck,Black,Jet Black,V-8 Gas,4WD,Gas,Automatic,32907,17,22,40995,2018,5.3,Chevrolet
Malibu,Sedan,Summit White,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,39400,27,36,19948,2018,1.5,Chevrolet
Jetta,Sedan,Black,Gray,Inline-5 Gas,FWD,Gas,Automatic,106521,24,32,6995,2012,2.5,Volkswagen
Charger,Sedan,Octane Red Pearlcoat,Black,V-6 Gas,RWD,Gas,Automatic,31908,19,30,31995,2020,3.6,Dodge
F-150,Pickup Truck,Velocity Blue Metallic,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,73877,18,23,34514,2019,2.7,Ford
Pacifica,Minivan,Billet Silver Metallic Clearcoat,Black/Alloy,V-6 Gas,FWD,Gas,Automatic,36477,19,28,30869,2018,3.6,Chrysler
Bronco Sport,SUV,Shadow Black,Ebony,Inline-3 Gas Turbocharged,4WD,Gas,Automatic,802,25,28,35500,2021,1.5,Ford
Edge,SUV,Ingot Silver Metallic,Ebony,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,42056,21,28,30442,2019,2.0,Ford
Explorer,SUV,Ingot Silver Metallic,Medium Stone,V-6 Gas,FWD,Gas,Automatic,42769,17,24,28300,2018,3.5,Ford
RAV4,SUV,Black,Black,Inline-4 Gas,AWD,Gas,Automatic,37492,22,28,25977,2018,2.5,Toyota
